site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
se,3341,318774,35825,35825,2,2,2021.08.28 11:25,2021.09.02,4,4,504,307
da,830,320827,35903,38556,3,1,2021.08.28 11:26,2021.09.28,2,2,734,519
de,958,320829,37982,38367,3,1,2021.08.28 11:29,2021.09.01,2,2,4332,1281
no,1617,320830,38559,38559,2,1,2021.08.28 11:30,2021.09.30,2,2,3634,1031
de,1643,233747,35203,35203,2,1,2021.08.28 11:30,2021.10.04,4,4,3197,626
da,830,320831,35903,38556,2,1,2021.08.28 11:30,2021.09.27,2,2,2799,1331
da,830,135220,35903,38556,4,1,2021.08.28 11:31,2021.11.16,2,2,3931,1099
se,505,292099,38721,38721,4,1,2021.08.28 11:32,2021.09.15,2,2,4292,905
de,509,56776,37983,37983,3,1,2021.08.28 11:34,2021.09.16,1,1,4302,242
se,3636,320832,38720,38720,2,1,2021.08.28 11:36,2021.09.16,2,2,2355,625
da,645,117380,37390,37390,2,1,2021.08.28 11:36,2021.09.02,2,2,502,0
no,1617,136950,38559,38559,2,1,2021.08.28 11:37,2021.09.30,3,3,3657,1031
de,3782,245200,35144,35144,4,1,2021.08.28 11:38,2021.10.17,2,2,2666,1033
de,8170,320833,38041,38450,3,1,2021.08.28 11:42,2021.09.12,2,2,1271,436
da,1769,320834,37205,37962,2,1,2021.08.28 11:42,2021.09.17,2,2,1315,0
da,1810,311622,38271,38271,3,4,2021.08.28 11:44,2021.09.13,2,2,4047,1313
de,5714,320835,37875,37875,2,1,2021.08.28 11:44,2021.09.10,6,6,4766,1259
da,7121,320836,35505,36200,2,1,2021.08.28 11:47,2021.09.09,2,2,4437,561
se,846,270026,38713,38713,2,1,2021.08.28 11:48,2021.09.06,2,2,2861,1110
da,314,154219,38612,38612,3,1,2021.08.28 11:49,2021.09.02,2,2,4671,561
da,995,320837,36601,36601,2,1,2021.08.28 11:49,2021.09.12,2,2,847,519
de,7890,320708,36416,36428,3,2,2021.08.28 11:50,2021.09.10,2,2,3928,436
da,3802,937,36276,37565,2,1,2021.08.28 11:50,2021.09.08,2,2,1515,903
da,1120,320840,37377,37738,2,1,2021.08.28 11:56,2021.09.02,2,2,3152,561
da,1743,223177,36107,36107,7,2,2021.08.28 12:02,2021.09.03,2,2,1979,0
se,8121,320842,37651,38162,2,1,2021.08.28 12:03,2021.10.05,2,2,4124,386
se,1370,280911,38697,38697,3,1,2021.08.28 12:06,2021.09.09,2,2,3353,906
da,2582,320770,36952,37267,2,1,2021.08.28 12:08,2021.09.18,2,2,578,1331
da,3840,320844,35770,36052,2,1,2021.08.28 12:09,2021.09.08,2,2,2958,1313
da,1374,255605,37641,37767,2,1,2021.08.28 12:14,2021.09.01,2,2,4751,1029
da,1191,65065,38353,38628,2,3,2021.08.28 12:15,2021.09.29,2,2,955,0
da,4148,252215,35297,38760,2,2,2021.08.28 12:17,2021.09.07,2,2,1332,0
da,4148,319466,35297,38760,3,4,2021.08.28 12:17,2021.09.31,3,3,4093,1100
de,843,320363,36140,36140,3,2,2021.08.28 12:19,2021.09.16,3,2,1489,626
da,2125,19497,38672,38700,4,1,2021.08.28 12:21,2021.09.15,2,2,4914,0
se,1303,224930,37382,37382,2,1,2021.08.28 12:21,2021.09.02,2,2,4945,906
da,1200,320846,36195,36195,2,1,2021.08.28 12:22,2021.10.27,6,6,779,1029
da,505,320847,36029,36609,2,1,2021.08.28 12:24,2021.09.31,4,2,1976,1313
da,1222,320848,33874,35927,4,1,2021.08.28 12:25,2021.09.13,2,2,3018,561
da,5438,320850,36619,37322,2,1,2021.08.28 12:32,2021.09.10,2,2,2138,116
da,2995,130367,35558,37354,2,1,2021.08.28 12:33,2021.09.15,2,2,613,0
da,5438,320850,36619,37322,2,1,2021.08.28 12:35,2021.09.12,2,2,4341,116
da,314,156606,38612,38612,3,1,2021.08.28 12:36,2021.09.10,2,2,3854,902
no,3052,320852,36422,36422,2,1,2021.08.28 12:39,2021.09.03,2,2,2642,915
se,6346,148979,36873,38175,2,1,2021.08.28 12:42,2021.09.12,2,2,1068,0
da,1769,320854,37205,37962,2,1,2021.08.28 12:43,2021.09.07,2,2,2362,0
se,8006,91,38714,38714,2,1,2021.08.28 12:47,2021.09.30,4,4,560,625
da,5616,20776,38374,38591,5,1,2021.08.28 12:50,2021.10.10,8,8,2855,0
da,830,156606,35903,38556,2,1,2021.08.28 12:50,2021.09.15,2,2,3726,902
se,1370,280907,38697,38697,3,1,2021.08.28 12:53,2021.09.09,2,2,2144,905
da,3894,185151,34064,38404,2,1,2021.08.28 12:54,2021.09.30,3,3,2993,519
da,2334,320620,36596,36596,2,2,2021.08.28 12:56,2021.09.20,2,2,3219,519
de,658,320857,38027,38027,4,1,2021.08.28 12:56,2021.10.04,2,2,590,1259
no,4662,320858,36019,38706,3,1,2021.08.28 12:57,2021.09.30,2,2,4379,1030
se,1293,320859,37026,38199,2,1,2021.08.28 12:57,2021.09.01,2,2,996,1111
de,6188,271516,34764,34999,2,1,2021.08.28 12:58,2021.09.07,4,4,1665,0
da,1810,320860,38271,38271,2,1,2021.08.28 12:59,2021.09.28,2,2,3519,0
da,7511,219299,34287,37304,2,1,2021.08.28 13:01,2021.09.09,2,2,1636,1313
se,6295,280275,37099,38179,3,2,2021.08.28 13:02,2021.09.02,2,2,1273,0
da,3894,27704,34064,38404,2,1,2021.08.28 13:05,2021.09.02,2,2,3333,902
da,314,241762,38612,38612,3,1,2021.08.28 13:05,2021.09.29,1,1,4269,902
da,7890,320861,36415,36427,5,1,2021.08.28 13:06,2021.09.15,3,3,4585,901
se,1370,150783,38697,38697,2,1,2021.08.28 13:06,2021.09.27,2,2,827,0
da,1191,68916,38353,38628,2,1,2021.08.28 13:07,2021.09.03,2,2,2476,0
da,2771,45837,38611,38617,3,1,2021.08.28 13:11,2021.09.08,2,2,1654,1313
da,1374,22267,37641,37767,3,1,2021.08.28 13:13,2021.09.05,2,2,3391,519
no,3874,320864,36717,36717,2,1,2021.08.28 13:14,2021.09.29,4,2,3041,1126
de,6350,320865,38605,38605,3,1,2021.08.28 13:16,2021.09.09,2,2,1169,436
da,3126,320866,36600,37260,3,1,2021.08.28 13:18,2021.09.26,2,2,819,1100
da,2334,235599,36596,36596,2,1,2021.08.28 13:18,2021.09.15,4,4,1130,1029
da,1386,198802,37538,37538,4,1,2021.08.28 13:19,2021.10.10,2,2,2568,0
da,1505,147847,36282,37780,2,1,2021.08.28 13:19,2021.09.17,2,2,659,1100
da,6511,320867,35645,36849,2,1,2021.08.28 13:20,2021.09.02,2,2,1947,561
da,3809,147847,37762,37833,2,1,2021.08.28 13:21,2021.09.19,2,2,604,1100
da,595,288250,36137,37804,2,1,2021.08.28 13:24,2021.09.08,2,2,1501,561
da,5713,320861,38701,38701,2,1,2021.08.28 13:25,2021.09.22,3,3,4898,901
de,1374,320868,36259,36259,3,1,2021.08.28 13:25,2021.10.25,2,2,509,0
da,1222,69,33874,35927,2,1,2021.08.28 13:26,2021.10.11,3,3,3362,519
da,5670,246077,37634,37634,2,1,2021.08.28 13:27,2021.09.02,2,2,4854,561
da,3061,320872,36798,37362,2,1,2021.08.28 13:27,2021.09.29,2,2,2969,561
da,2995,144044,35558,37354,2,1,2021.08.28 13:28,2021.09.17,2,2,2140,0
da,301,320800,36117,38569,2,2,2021.08.28 13:30,2021.09.10,2,2,1215,561
da,1045,320800,36280,36280,1,1,2021.08.28 13:31,2021.09.12,2,2,1612,561
se,8006,320874,38714,38714,2,1,2021.08.28 13:33,2021.09.03,2,2,3672,0
da,3804,320875,36814,37295,2,1,2021.08.28 13:35,2021.09.20,2,2,4194,133
da,3636,237716,36169,38550,2,2,2021.08.28 13:35,2021.09.13,4,4,3940,519
da,2995,48191,35558,37354,3,1,2021.08.28 13:36,2021.09.06,2,2,1712,1100
se,1394,260335,38696,38696,2,1,2021.08.28 13:37,2021.09.29,4,4,2726,1086
de,4215,320876,36326,36326,2,1,2021.08.28 13:39,2021.10.18,4,4,2153,1277
da,5394,320877,35108,36253,3,1,2021.08.28 13:42,2021.09.06,4,4,1210,672
se,4378,195530,38075,38247,3,1,2021.08.28 13:45,2021.09.25,2,2,2136,891
de,3776,282007,37430,37430,2,1,2021.08.28 13:50,2021.09.31,2,2,1698,0
se,610,313431,37133,38172,3,1,2021.08.28 13:52,2021.09.03,2,2,652,1114
da,1688,320878,36327,36327,2,1,2021.08.28 13:53,2021.09.19,2,2,4476,519
da,5807,320607,35171,35281,2,2,2021.08.28 13:56,2021.10.01,4,4,2005,0
se,2125,320879,36678,37032,2,1,2021.08.28 13:57,2021.09.29,2,2,1429,891
da,311,320880,36115,36115,2,1,2021.08.28 13:57,2021.09.01,2,2,4375,319
se,3346,227976,36708,36708,2,1,2021.08.28 13:58,2021.09.09,2,2,2948,0
da,969,320880,37994,37994,2,1,2021.08.28 14:00,2021.09.03,2,2,1747,319
no,3874,271957,36717,36717,2,1,2021.08.28 14:04,2021.09.03,4,4,589,907
da,846,320881,38058,38058,3,1,2021.08.28 14:11,2021.09.10,2,2,2177,1313
da,3615,25603,33875,38033,2,1,2021.08.28 14:12,2021.09.08,2,2,3088,519
se,6664,275632,35089,38159,2,1,2021.08.28 14:12,2021.09.24,2,2,1499,625
da,314,14782,36842,38604,3,1,2021.08.28 14:16,2021.09.09,2,2,4936,902
da,958,318555,35831,38366,5,2,2021.08.28 14:18,2021.09.17,2,2,2639,0
de,658,283918,38027,38027,2,1,2021.08.28 14:21,2021.10.02,2,2,546,815
da,884,275753,35385,38134,1,1,2021.08.28 14:24,2021.09.05,2,2,3945,1313
da,7762,20173,38297,38297,2,1,2021.08.28 14:26,2021.09.29,4,2,544,902
no,3968,180100,36620,36620,2,1,2021.08.28 14:26,2021.09.29,2,2,3895,0
de,7690,320884,35070,35340,2,1,2021.08.28 14:27,2021.09.31,1,1,1312,1330
da,830,255699,35903,38556,3,1,2021.08.28 14:29,2021.09.28,2,2,4092,0
se,5807,320814,35171,35281,3,2,2021.08.28 14:32,2021.09.29,2,2,2616,1086
se,5807,320820,35171,35281,3,2,2021.08.28 14:33,2021.09.29,2,2,4208,625
se,5880,320886,38671,38671,3,1,2021.08.28 14:36,2021.09.31,2,2,1103,906
da,1253,214570,35918,35918,3,1,2021.08.28 14:37,2021.09.03,2,2,4994,319
da,1388,146514,36278,36278,1,2,2021.08.28 14:39,2021.09.27,2,2,4259,519
da,5330,255699,37501,38303,2,1,2021.08.28 14:39,2021.09.31,2,2,1885,0
se,6828,320887,35626,35885,2,1,2021.08.28 14:40,2021.09.23,2,2,4840,1086
da,311,320888,36115,36115,2,1,2021.08.28 14:40,2021.09.10,2,2,4279,0
da,3514,38445,34091,34091,2,1,2021.08.28 14:46,2021.10.04,4,4,729,902
se,2773,18892,36246,38234,2,3,2021.08.28 14:46,2021.09.07,4,4,1697,1114
da,4637,320889,35796,38457,2,1,2021.08.28 14:46,2021.09.24,3,2,1296,1029
se,6140,133514,37415,37479,3,1,2021.08.28 14:47,2021.09.16,2,2,4489,906
da,5111,320890,36320,36320,3,1,2021.08.28 14:50,2021.09.24,2,2,3363,519
da,884,19600,35385,38134,3,1,2021.08.28 14:52,2021.09.09,4,4,3114,0
se,3440,320891,37416,37417,2,1,2021.08.28 14:53,2021.09.01,2,2,4426,905
da,527,320339,36066,37860,2,4,2021.08.28 14:55,2021.09.13,4,4,3374,0
da,7457,76446,36578,36578,7,4,2021.08.28 14:55,2021.09.08,2,2,3016,4
da,1042,320890,35175,35175,2,1,2021.08.28 14:56,2021.09.22,2,2,982,519
de,6864,320893,36857,36857,3,1,2021.08.28 15:02,2021.09.07,4,2,2076,1034
se,3409,319842,35792,35792,2,3,2021.08.28 15:03,2021.09.20,3,3,4177,1037
da,7516,320894,35263,37987,2,1,2021.08.28 15:03,2021.09.03,2,2,2386,133
de,7690,320895,35070,35340,2,1,2021.08.28 15:04,2021.09.01,2,2,734,626
da,2726,2748,35769,35769,3,1,2021.08.28 15:06,2021.09.31,4,2,1092,561
de,8170,320896,38041,38450,2,1,2021.08.28 15:09,2021.09.24,10,10,2947,1033
da,505,64035,36029,36609,2,1,2021.08.28 15:09,2021.09.07,2,2,2333,901
da,1120,320542,37377,37738,2,2,2021.08.28 15:14,2021.09.03,2,2,4976,319
de,958,320898,37982,38367,3,1,2021.08.28 15:15,2021.09.28,2,2,578,242
da,301,320764,36117,38569,2,1,2021.08.28 15:17,2021.09.29,2,2,3556,116
da,5713,320470,38701,38701,2,1,2021.08.28 15:21,2021.09.28,2,2,1466,561
se,846,320899,38713,38713,2,1,2021.08.28 15:24,2021.09.07,2,2,2771,1037
se,7516,320900,35263,37987,2,1,2021.08.28 15:25,2021.09.30,2,2,790,625
da,3070,186900,36729,37356,2,1,2021.08.28 15:29,2021.09.19,2,2,3704,902
de,3784,320901,35156,35156,2,1,2021.08.28 15:30,2021.09.06,4,4,2057,242
da,6511,730,35645,36849,3,1,2021.08.28 15:34,2021.09.23,2,2,3798,1029
da,4148,101878,35297,38761,4,1,2021.08.28 15:36,2021.09.08,2,2,2018,903
da,3762,232326,33954,37330,4,1,2021.08.28 15:36,2021.09.31,2,2,4481,0
de,658,282498,38027,38027,4,1,2021.08.28 15:39,2021.11.02,4,4,4477,626
da,4101,320902,38729,38729,2,1,2021.08.28 15:42,2021.09.06,2,2,2255,1029
de,6188,275625,34764,34999,2,1,2021.08.28 15:45,2021.09.12,2,2,2686,1277
se,1293,320904,37026,38199,2,1,2021.08.28 15:46,2021.09.30,2,2,4924,891
da,3440,246240,37416,37417,2,1,2021.08.28 15:47,2021.09.29,2,2,3512,1099
da,311,50915,36115,36115,2,1,2021.08.28 15:47,2021.09.09,2,2,3124,902
da,314,320906,36842,38604,2,1,2021.08.28 15:50,2021.09.10,2,2,2313,0
se,615,252156,36574,38174,3,1,2021.08.28 15:50,2021.09.09,2,2,834,905
da,648,320821,37391,38679,2,1,2021.08.28 15:55,2021.09.31,2,2,4326,519
no,3874,320903,36717,36717,2,2,2021.08.28 15:59,2021.09.28,2,2,3592,0
da,648,320907,37391,38679,2,1,2021.08.28 15:59,2021.09.02,2,2,3567,519
de,5713,320908,38419,38419,3,1,2021.08.28 16:04,2021.09.05,2,2,595,626
se,6828,258322,35626,35885,2,1,2021.08.28 16:06,2021.09.17,2,2,2747,905
da,5215,132191,37945,37945,2,1,2021.08.28 16:11,2021.09.12,2,2,3715,1029
da,2582,320909,36952,37267,2,1,2021.08.28 16:13,2021.09.18,2,2,4447,519
de,3776,318146,37430,37430,2,3,2021.08.28 16:14,2021.09.17,2,2,1032,0
da,2995,4106,35558,37354,2,1,2021.08.28 16:14,2021.09.05,2,2,2396,901
da,5582,320910,38526,38755,2,1,2021.08.28 16:15,2021.09.16,2,2,2222,1331
da,3762,320911,33954,37330,2,1,2021.08.28 16:15,2021.10.15,2,2,2629,561
se,1215,13095,36307,36307,2,1,2021.08.28 16:15,2021.09.14,2,2,3657,906
se,2773,320912,36246,38234,2,1,2021.08.28 16:15,2021.09.25,2,2,3907,275
se,615,320914,36574,38174,2,1,2021.08.28 16:16,2021.09.02,2,2,4208,1037
no,1675,320915,38568,38568,2,1,2021.08.28 16:17,2021.09.31,2,2,4853,498
da,314,87559,38612,38612,3,1,2021.08.28 16:21,2021.09.23,2,2,4818,902
se,4893,320917,38692,38692,3,1,2021.08.28 16:21,2021.09.07,2,2,3936,1086
se,610,320918,37133,38172,3,1,2021.08.28 16:21,2021.09.01,2,2,4905,625
da,1140,105903,37494,37698,2,1,2021.08.28 16:22,2021.09.18,2,2,3506,561
da,915,72326,36155,36155,2,1,2021.08.28 16:24,2021.09.12,4,4,3738,902
da,648,105903,37391,38679,2,1,2021.08.28 16:24,2021.09.20,2,2,3435,561
da,648,28194,37391,38679,2,1,2021.08.28 16:25,2021.09.10,2,2,4845,519
se,6346,320919,36873,38175,3,1,2021.08.28 16:27,2021.09.08,2,2,4414,1037
da,1505,4106,36282,37780,2,1,2021.08.28 16:28,2021.09.03,2,2,4116,901
da,314,320920,38612,38612,3,1,2021.08.28 16:29,2021.09.03,2,2,2498,902
da,314,320921,38612,38612,3,1,2021.08.28 16:29,2021.09.10,2,2,1850,902
se,4378,167234,38075,38247,2,1,2021.08.28 16:32,2021.09.24,2,2,611,1037
de,5713,320924,38419,38419,2,1,2021.08.28 16:37,2021.09.15,2,2,3437,1258
se,2125,320925,38672,38700,2,1,2021.08.28 16:38,2021.09.18,2,2,1709,0
se,3279,303318,37023,38244,3,1,2021.08.28 16:38,2021.09.17,2,2,1672,625
se,7511,320927,34287,37304,2,1,2021.08.28 16:39,2021.09.31,2,2,2360,0
se,1377,320928,36205,37300,2,1,2021.08.28 16:40,2021.09.23,2,2,2759,1113
se,5880,320929,38671,38671,3,1,2021.08.28 16:42,2021.09.31,2,2,2274,625
da,4124,320784,37063,37063,2,3,2021.08.28 16:46,2021.09.30,2,2,4763,0
da,1282,311696,37337,37343,2,1,2021.08.28 16:46,2021.10.01,2,2,3563,0
da,5988,277794,35368,37255,2,1,2021.08.28 16:47,2021.09.04,4,4,2006,1100
se,7936,299581,37174,37202,2,1,2021.08.28 16:48,2021.09.02,2,2,3416,891
da,1191,244831,38353,38628,3,2,2021.08.28 16:49,2021.09.15,2,2,1586,761
da,2463,131502,36458,37717,2,1,2021.08.28 16:49,2021.09.18,2,2,4264,116
da,314,244831,36842,38604,2,2,2021.08.28 16:49,2021.09.18,2,2,1222,761
da,7520,137765,37866,37866,2,1,2021.08.28 16:50,2022.02.25,6,6,4796,58
da,4007,105903,28736,37483,2,1,2021.08.28 16:51,2021.09.22,2,2,3382,561
da,958,163147,37982,38367,3,1,2021.08.28 16:52,2021.09.23,8,8,1494,519
da,1474,320930,36218,38527,2,1,2021.08.28 16:52,2021.09.10,2,2,2540,519
da,1505,249326,36282,37780,4,2,2021.08.28 16:52,2021.09.02,2,2,4283,561
da,860,183247,36321,36321,1,1,2021.08.28 16:53,2021.09.05,2,2,2702,519
de,5713,320931,38419,38419,5,1,2021.08.28 16:55,2021.09.05,2,2,2265,436
da,7730,244943,36083,37937,2,1,2021.08.28 16:56,2021.10.01,2,2,1526,519
da,304,320932,38554,38680,2,1,2021.08.28 16:57,2021.09.23,2,2,3697,519
da,995,2459,36601,36601,2,1,2021.08.28 16:59,2021.09.12,2,2,3090,672
se,1370,239083,38697,38697,2,1,2021.08.28 17:00,2021.09.09,2,2,4753,1086
da,7516,64778,35263,37987,3,2,2021.08.28 17:00,2021.09.03,2,2,4228,901
de,958,320933,37982,38367,3,1,2021.08.28 17:00,2021.09.01,2,2,3548,1281
se,6977,297920,36492,38143,2,1,2021.08.28 17:00,2021.09.08,2,2,4076,906
da,5974,250106,37972,37972,2,3,2021.08.28 17:04,2021.09.27,2,2,3590,561
no,2921,320934,36151,36151,2,1,2021.08.28 17:04,2021.09.09,2,2,534,1031
no,7672,159452,37774,37774,2,1,2021.08.28 17:04,2021.09.29,4,4,3416,1030
se,846,318098,38713,38713,2,1,2021.08.28 17:05,2021.09.04,3,2,2095,625
no,4893,320935,35783,38422,3,1,2021.08.28 17:05,2021.09.09,2,2,1785,0
se,634,320927,34336,34336,2,1,2021.08.28 17:10,2021.09.02,2,2,4005,0
da,3712,318431,36520,37051,2,1,2021.08.28 17:10,2021.09.29,4,4,2477,519
da,3712,320936,36520,37051,2,1,2021.08.28 17:15,2021.09.26,2,2,3028,561
de,3776,320937,37430,37430,2,1,2021.08.28 17:16,2021.11.08,2,2,4602,1135
da,2995,276095,35558,37354,2,1,2021.08.28 17:20,2021.09.15,4,4,1918,561
de,3730,320938,35968,35986,2,1,2021.08.28 17:22,2021.09.01,2,2,3167,1310
se,3950,8628,35788,38270,2,1,2021.08.28 17:23,2021.09.31,4,4,4512,1037
da,7672,198843,37774,37774,2,1,2021.08.28 17:25,2021.09.30,2,2,3649,561
de,5713,320939,38419,38419,2,1,2021.08.28 17:25,2021.09.01,2,2,3540,1033
se,6566,320940,38090,38167,3,1,2021.08.28 17:25,2021.09.03,2,2,2333,0
se,654,320941,36297,36297,2,1,2021.08.28 17:26,2021.09.21,2,2,3247,891
se,8416,320754,37923,37923,2,1,2021.08.28 17:29,2021.09.31,2,2,4244,906
da,645,320942,37390,37390,2,1,2021.08.28 17:30,2021.09.26,2,2,2695,1029
da,2013,320890,35936,35936,3,2,2021.08.28 17:32,2021.09.27,2,2,638,519
da,301,320943,36117,38569,1,1,2021.08.28 17:40,2021.09.29,2,2,1391,519
da,3061,174853,36798,37362,2,1,2021.08.28 17:40,2021.09.03,4,4,1692,0
se,3951,274396,37913,37913,3,1,2021.08.28 17:41,2021.09.30,2,2,3274,1351
se,8292,302981,38040,38164,2,1,2021.08.28 17:43,2021.09.29,2,2,1376,1037
no,4662,320944,36019,38706,3,1,2021.08.28 17:48,2021.09.30,2,2,2586,0
de,5713,320945,38419,38419,4,1,2021.08.28 17:51,2021.09.06,2,2,4132,909
da,595,279066,36137,37804,2,1,2021.08.28 17:52,2021.09.09,2,2,2559,0
se,1805,135403,38084,38084,2,1,2021.08.28 17:53,2021.09.03,2,2,3592,906
se,2125,181748,36678,37032,2,1,2021.08.28 17:55,2021.09.24,4,2,4076,625
da,314,320946,38612,38612,3,1,2021.08.28 17:57,2021.09.05,2,2,4799,902
da,1505,320947,36282,37780,2,1,2021.08.28 18:00,2021.09.30,2,2,2116,1029
da,5588,320948,38635,38635,2,1,2021.08.28 18:02,2021.09.27,2,2,4905,519
se,6295,171401,37099,38179,3,1,2021.08.28 18:03,2021.09.31,4,4,1885,1113
da,2771,320949,38611,38617,3,1,2021.08.28 18:04,2021.09.03,4,4,2759,519
se,1590,320950,37201,37201,2,1,2021.08.28 18:05,2021.09.06,2,2,1353,625
da,830,254869,35903,38556,2,2,2021.08.28 18:06,2021.09.17,2,2,2275,1313
da,1031,320951,36173,38099,3,1,2021.08.28 18:08,2021.09.11,2,2,977,519
da,311,320952,36115,36115,2,1,2021.08.28 18:08,2021.09.23,2,2,4477,58
se,3279,9647,37023,38244,2,1,2021.08.28 18:11,2021.09.10,2,2,2395,891
da,3569,320953,36726,37251,2,1,2021.08.28 18:14,2021.09.04,2,2,3369,1313
se,4148,225923,35297,38761,2,1,2021.08.28 18:17,2021.09.13,2,2,1243,891
da,2771,320954,35420,38614,2,1,2021.08.28 18:17,2021.09.30,2,2,4904,561
da,648,291205,37391,38679,2,1,2021.08.28 18:19,2021.09.03,2,2,990,519
da,6043,320955,33818,37624,2,1,2021.08.28 18:22,2021.09.22,2,2,569,519
da,995,154325,36601,36601,2,1,2021.08.28 18:24,2021.09.15,2,2,2516,1099
da,7516,320956,35263,37987,2,1,2021.08.28 18:28,2021.09.18,2,2,4881,0
se,4887,320957,37939,38223,3,1,2021.08.28 18:34,2021.09.01,2,2,4904,1037
se,1215,80100,36307,36307,2,1,2021.08.28 18:35,2021.09.14,2,2,1672,0
se,2127,302981,35958,38222,2,1,2021.08.28 18:37,2021.09.20,2,2,1341,891
se,1215,320959,36307,36307,2,1,2021.08.28 18:37,2021.09.25,4,4,2925,1037
da,1377,109109,36205,37300,2,1,2021.08.28 18:48,2021.09.02,2,2,4442,903
no,3283,320960,35456,35676,3,1,2021.08.28 18:49,2021.09.09,2,2,3732,0
se,3331,320961,36227,38251,3,1,2021.08.28 18:50,2021.09.12,2,2,3072,891
de,509,320962,38322,38322,3,1,2021.08.28 18:51,2021.11.07,4,4,2648,0
da,2995,320963,35558,37354,2,1,2021.08.28 18:52,2021.09.16,2,2,2532,519
da,1191,187298,38353,38628,2,1,2021.08.28 18:56,2021.09.12,2,2,2410,561
da,2771,231766,36775,38618,2,1,2021.08.28 18:56,2021.09.30,2,2,1250,1029
da,2995,313319,35558,37354,2,1,2021.08.28 18:58,2021.09.06,2,2,3492,672
da,3802,313319,36276,37565,2,1,2021.08.28 19:03,2021.09.08,2,2,1235,672
se,8292,320967,38040,38164,2,1,2021.08.28 19:04,2021.09.29,2,2,1317,625
de,6417,320969,35142,35142,3,1,2021.08.28 19:05,2021.09.08,2,2,1517,1033
da,4637,134625,35796,38457,2,1,2021.08.28 19:06,2021.09.04,2,2,2835,519
da,5438,313319,36619,37322,2,1,2021.08.28 19:06,2021.09.10,2,2,2454,672
da,915,173744,36155,36155,3,1,2021.08.28 19:07,2021.09.18,2,2,841,1331
da,1045,313319,36280,36280,1,1,2021.08.28 19:11,2021.09.12,2,2,2741,672
de,4221,320970,36605,36605,2,1,2021.08.28 19:11,2021.09.02,2,2,4625,897
se,6021,320971,38347,38347,2,1,2021.08.28 19:18,2021.09.03,2,2,3031,906
de,3784,62766,35156,35156,7,1,2021.08.28 19:20,2021.09.12,2,2,1478,815
da,5957,144178,36143,37847,6,2,2021.08.28 19:22,2021.09.17,2,2,1897,519
se,846,320972,38713,38713,2,1,2021.08.28 19:22,2021.09.04,2,2,2825,625
da,3070,298031,35506,37357,3,1,2021.08.28 19:22,2021.09.03,2,2,3731,519
da,2914,2002,38016,38044,2,1,2021.08.28 19:30,2021.09.24,2,2,1080,902
da,6948,274204,36569,38152,3,1,2021.08.28 19:30,2021.09.16,2,2,2277,0
se,4016,284944,37418,37418,3,1,2021.08.28 19:32,2021.09.21,2,2,2523,891
da,2571,16467,36636,38634,2,1,2021.08.28 19:34,2021.09.25,2,2,1188,903
se,2463,320973,36458,37717,3,1,2021.08.28 19:37,2021.09.05,2,2,2299,1037
se,2758,320974,36869,36869,2,1,2021.08.28 19:38,2021.09.16,2,2,3270,625
da,603,320976,35627,38294,5,1,2021.08.28 19:41,2021.09.02,2,2,941,0
da,5438,198900,36619,37322,2,1,2021.08.28 19:44,2021.09.10,2,2,2049,1099
da,505,178948,36029,36609,3,1,2021.08.28 19:44,2021.11.29,4,4,3085,519
da,3951,320977,37913,37913,3,1,2021.08.28 19:45,2021.09.30,4,4,1011,519
da,4887,274204,37939,38223,3,1,2021.08.28 19:45,2021.09.19,2,2,2601,0
da,1456,320978,36527,37298,2,1,2021.08.28 19:49,2021.09.03,2,2,4953,1029
da,1293,274204,37026,38199,2,1,2021.08.28 19:50,2021.09.22,2,2,622,0
da,3762,320979,33954,37330,2,1,2021.08.28 19:50,2021.11.12,2,2,1195,0
da,314,179632,36842,38604,2,1,2021.08.28 19:55,2021.09.23,2,2,3071,902
se,2773,213772,36249,38235,2,1,2021.08.28 19:56,2021.09.21,2,2,1837,1037
da,3917,274204,37078,38267,2,1,2021.08.28 19:57,2021.09.24,2,2,1403,0
se,7426,146753,35780,38166,2,1,2021.08.28 19:58,2021.09.04,2,2,1511,891
se,8006,320980,38714,38714,2,1,2021.08.28 20:00,2021.09.17,2,2,3519,0
da,7730,268450,36083,37937,2,1,2021.08.28 20:01,2021.09.14,4,2,508,0
da,1473,320981,35646,38326,7,1,2021.08.28 20:01,2021.09.07,2,2,2124,0
da,4420,320982,37195,37198,2,1,2021.08.28 20:02,2021.09.31,2,2,505,519
da,1374,320578,36259,36259,3,1,2021.08.28 20:03,2021.11.30,4,4,3049,1331
da,3975,128863,36753,37572,2,1,2021.08.28 20:03,2021.09.19,4,4,2323,902
da,314,196501,38612,38612,3,1,2021.08.28 20:04,2021.09.10,2,2,4121,902
se,6021,213772,38347,38347,2,1,2021.08.28 20:07,2021.09.23,2,2,4303,1037
da,3894,6265,34064,38404,2,1,2021.08.28 20:09,2021.09.03,2,2,1447,519
no,1675,320984,38568,38568,2,1,2021.08.28 20:16,2021.09.31,2,2,2738,1030
se,5958,213772,37188,38147,2,1,2021.08.28 20:17,2021.09.25,2,2,2031,1037
se,2121,320965,37024,38643,2,2,2021.08.28 20:18,2021.09.26,2,2,2772,1037
da,7516,320985,35263,37987,2,1,2021.08.28 20:20,2021.09.06,2,2,2290,0
